id,name,spk_code,spk_age,spk_age_c,spk_sex,rec_date,rec_date_c,genre,genre_stim,gloss,transl,sound_quality,background_noise,word_tokens,extended
T001,IGS0229_2015-12-21_GG_1,GG,60,approximate,m,2015-12-21,certain,personal narrative,na,none,Swahili,good,none,652,no
T002,IGS0229_2015-12-21_GG_2,GG,60,approximate,m,2015-12-21,certain,traditional narrative,na,none,Swahili/English,good,none,499,no
T003,IGS0229_2015-12-21_GG_3,GG,60,approximate,m,2015-12-21,certain,personal narrative,na,none,Swahili/English,good,none,163,no
T039,IGS0229_2017-1-25_MM_1,MM,55,approximate,f,2017-01-25,certain,traditional narrative,na,none,Swahili/English,good,none,120,no
T048,IGS0229_2017-1-25_MM_10,MM,55,approximate,f,2017-01-25,certain,traditional narrative,na,none,Swahili/English,good,none,151,no
T040,IGS0229_2017-1-25_MM_2,MM,55,approximate,f,2017-01-25,certain,personal narrative,na,none,Swahili/English,good,none,55,no
T041,IGS0229_2017-1-25_MM_3,MM,55,approximate,f,2017-01-25,certain,traditional narrative,na,none,Swahili/English,good,none,344,no
T042,IGS0229_2017-1-25_MM_4,MM,55,approximate,f,2017-01-25,certain,personal narrative,na,none,Swahili/English,good,none,172,no
T043,IGS0229_2017-1-25_MM_5,MM,55,approximate,f,2017-01-25,certain,traditional narrative,na,none,Swahili/English,good,none,168,no
T044,IGS0229_2017-1-25_MM_6,MM,55,approximate,f,2017-01-25,certain,personal narrative,na,none,Swahili/English,good,none,224,no
T045,IGS0229_2017-1-25_MM_7,MM,55,approximate,f,2017-01-25,certain,traditional narrative,na,none,Swahili/English,good,none,182,no
T046,IGS0229_2017-1-25_MM_8,MM,55,approximate,f,2017-01-25,certain,personal narrative,na,none,Swahili/English,good,none,232,no
T047,IGS0229_2017-1-25_MM_9,MM,55,approximate,f,2017-01-25,certain,traditional narrative,na,none,Swahili/English,good,none,162,no
T075,IGS0229_2017-3-10_1,WQ,70,approximate,m,2017-03-10,certain,personal narrative,na,none,Swahili/English,good,punctual,158,no
T084,IGS0229_2017-3-10_10,GB,50,approximate,f,2017-03-10,certain,traditional narrative,na,none,Swahili/English,good,punctual,293,no
T085,IGS0229_2017-3-10_11,UG,40,approximate,f,2017-03-10,certain,traditional narrative,na,none,Swahili/English,good,punctual,183,no
T086,IGS0229_2017-3-10_12,UG,40,approximate,f,2017-03-10,certain,traditional narrative,na,none,Swahili/English,good,punctual,217,no
T087,IGS0229_2017-3-10_13,UB,35,approximate,f,2017-03-10,certain,traditional narrative,na,none,Swahili/English,good,punctual,445,no
T088,IGS0229_2017-3-10_14,UB,35,approximate,f,2017-03-10,certain,traditional narrative,na,none,Swahili/English,good,punctual,193,no
T076,IGS0229_2017-3-10_2,WQ,70,approximate,m,2017-03-10,certain,traditional narrative,na,none,Swahili/English,good,punctual,252,no
T077,IGS0229_2017-3-10_3,WQ,70,approximate,m,2017-03-10,certain,personal narrative,na,none,Swahili/English,good,punctual,229,no
T078,IGS0229_2017-3-10_4,MQ,40,approximate,f,2017-03-10,certain,personal narrative,na,none,Swahili/English,good,punctual,277,no
T079,IGS0229_2017-3-10_5,MQ,40,approximate,f,2017-03-10,certain,personal narrative,na,none,Swahili/English,good,punctual,380,no
T080,IGS0229_2017-3-10_6,GG,60,approximate,m,2017-03-10,certain,traditional narrative,na,none,Swahili/English,good,punctual,390,no
T082,IGS0229_2017-3-10_8,GB,50,approximate,f,2017-03-10,certain,traditional narrative,na,none,Swahili/English,good,punctual,87,no
T083,IGS0229_2017-3-10_9,GB,50,approximate,f,2017-03-10,certain,traditional narrative,na,none,Swahili/English,good,punctual,98,no
T089,IGS0229_2017-3-14_18,GG,60,approximate,m,2017-03-14,certain,traditional narrative,na,none,Swahili/English,medium,punctual,335,no
T090,IGS0229_2017-3-14_19,GG,60,approximate,m,2017-03-14,certain,traditional narrative,na,none,Swahili/English,medium,punctual,95,no
T054,IGS0229_2017-3-3_11,BG,70,approximate,f,2017-03-03,certain,personal narrative,na,none,Swahili/English,good,punctual,224,no
T055,IGS0229_2017-3-3_12,BG,70,approximate,f,2017-03-03,certain,traditional narrative,na,none,Swahili/English,good,punctual,189,no
T065,IGS0229_2017-3-8_11,BG,70,approximate,f,2017-03-08,certain,personal narrative,na,none,Swahili/English,good,punctual,73,no
T068,IGS0229_2017-3-8_17,JMM,50,approximate,m,2017-03-08,certain,traditional narrative,na,none,Swahili/English,good,none,95,no
T069,IGS0229_2017-3-8_18,GW,30,approximate,f,2017-03-08,certain,personal narrative,na,none,Swahili/English,good,punctual,199,no
T057,IGS0229_2017-3-8_2,WQ,70,approximate,m,2017-03-08,certain,traditional narrative,na,none,Swahili/English,good,punctual,284,no
T070,IGS0229_2017-3-8_20,DQ,60,approximate,f,2017-03-08,certain,personal narrative,na,none,Swahili/English,good,none,139,no
T071,IGS0229_2017-3-8_21,DQ,60,approximate,f,2017-03-08,certain,traditional narrative,na,none,Swahili/English,good,none,94,no
T072,IGS0229_2017-3-8_22,DQ,60,approximate,f,2017-03-08,certain,personal narrative,na,none,Swahili/English,good,none,62,no
T059,IGS0229_2017-3-8_4,GB,50,approximate,m,2017-03-08,certain,traditional narrative,na,none,Swahili/English,good,punctual,333,no
T060,IGS0229_2017-3-8_5,GB,50,approximate,m,2017-03-08,certain,traditional narrative,na,none,Swahili/English,good,none,129,no
T061,IGS0229_2017-3-8_6,JW,30,approximate,m,2017-03-08,certain,traditional narrative,na,none,Swahili/English,good,punctual,207,no
