id,name,spk_code,spk_age,spk_age_c,spk_sex,rec_date,rec_date_c,genre,genre_stim,gloss,transl,sound_quality,background_noise,word_tokens,extended
T001,svv18_03,NG-LBK,60,approximate,f,2012,approximate,personal narrative,na,none,Georgian/English,medium,constant,507,no
T002,svv18_10,NG-LBK,60,approximate,f,2012,approximate,personal narrative,na,none,Georgian/English,bad,constant,203,no
T003,svv21_02,UJ-UBK,60,approximate,m,2012,approximate,personal narrative,na,none,Georgian/English,medium,constant,433,no
T004,svv21_05,UJ-UBK,60,approximate,m,2012,approximate,personal narrative,na,none,Georgian/English,medium,constant,217,no
T005,svv27_05,MSH-UBL,40,approximate,f,2012,approximate,personal narrative,na,none,Georgian/English,medium,none,296,no
T006,svv30_03,LO-LS,50,approximate,f,2012,approximate,personal narrative,na,none,Georgian/English,medium,punctual,127,no
T007,svv30_04,LO-LS,50,approximate,f,2012,approximate,personal narrative,na,none,Georgian/English,medium,none,401,no
T008,svv30_05,LO-LS,50,approximate,f,2012,approximate,personal narrative,na,none,Georgian/English,medium,punctual,577,no
T009,svv30_07,LO-LS,50,approximate,f,2012,approximate,personal narrative,na,none,Georgian/English,medium,constant,143,no
T010,svv30_10,LO-LS,50,approximate,f,2012,approximate,personal narrative,na,none,Georgian/English,medium,constant,769,no
T011,svv30_20,NX-CH,40,approximate,f,2012,approximate,personal narrative,na,none,Georgian/English,medium,constant,396,no
T012,svv33_03,VG-LS,50,approximate,m,2012,approximate,personal narrative,na,none,Georgian/English,medium,constant,426,no
T013,svv33_04,VG-LS,50,approximate,m,2012,approximate,personal narrative,na,none,Georgian/English,medium,constant,233,no
T014,svv33_09,VG-LS,50,approximate,m,2012,approximate,personal narrative,na,none,Georgian/English,medium,constant,261,no
T015,svv33_14,VG-LS,50,approximate,m,2012,approximate,traditional narrative,na,none,Georgian/English,medium,constant,567,no
T016,svv35_02,NT-LT,40,approximate,f,2012,approximate,personal narrative,na,none,Georgian/English,good,constant,367,no
T017,svv35_03,NT-LT,40,approximate,f,2012,approximate,personal narrative,na,none,Georgian/English,good,constant,356,no
T018,svv36_03,SHO-LS,70,approximate,m,2012,approximate,traditional narrative,na,none,Georgian/English,medium,constant,495,no
T019,svv36_04,SHO-LS,70,approximate,m,2012,approximate,personal narrative,na,none,Georgian/English,medium,constant,234,no
T020,svv36_08,SHO-LS,70,approximate,m,2012,approximate,personal narrative,na,none,Georgian/English,medium,constant,219,no
T021,svv36_10,SHO-LS,70,approximate,m,2012,approximate,personal narrative,na,none,Georgian/English,medium,constant,93,no
T022,svv36_12,SHO-LS,70,approximate,m,2012,approximate,personal narrative,na,none,Georgian/English,medium,constant,446,no
T023,svv36_15,SHO-LS,70,approximate,m,2012,approximate,traditional narrative,na,none,Georgian/English,medium,constant,226,no
T024,svv37_04,BM-CH,60,approximate,f,2012,approximate,traditional narrative,na,none,Georgian/English,medium,constant,394,no
T025,svv37_14,BM-CH,60,approximate,f,2012,approximate,personal narrative,na,none,Georgian/English,medium,constant,428,no
T026,svv37_16,BM-CH,60,approximate,f,2012,approximate,personal narrative,na,none,Georgian/English,medium,constant,170,no
T027,svv37_19,BM-CH,60,approximate,f,2012,approximate,personal narrative,na,none,Georgian/English,medium,constant,233,no
T028,svv37_23,BM-CH,60,approximate,f,2012,approximate,personal narrative,na,none,Georgian/English,medium,constant,678,no
