id,name,spk_code,spk_age,spk_age_c,spk_sex,rec_date,rec_date_c,genre,genre_stim,gloss,transl,sound_quality,background_noise,word_tokens,extended
T001,20100723_001_MT,MT,70,approximate,f,2010-07-23,certain,personal narrative,na,break/gloss,English,good,constant,333,no
T002,20110518a_002_QB,QB,66,certain,f,2011-05-18,certain,traditional narrative,na,none,English,medium,constant,1160,no
T003,20110518b_005_LB_ND,LB,60,certain,f,2011-05-18,certain,personal narrative,na,none,na,good,constant,196,no
T004,20110521b_003_MT,MT,70,approximate,f,2011-05-21,certain,stimulus retelling,Jackal and crow story: a picture task designed by reseachers of the Language and Social Cognition group (Melbourne/Canberra),none,na,good,constant,335,no
T005,20110526c_000_MT,MT,70,approximate,f,2011-05-26,certain,personal narrative,na,all,English,good,constant,277,no
T006,20110605_002_LB_ND,LB/ND,60/60,certain/certain,f/f,2011-06-05,certain,stimulus retelling,jackal and crow story: a picture task designed by reseachers of the Language and Social Cognition group (Melbourne/Canberra),break/gloss,na,medium,constant,554,no
T007,20110607a_003_MT,MT,70,approximate,f,2011-06-07,certain,personal narrative,na,all,English,good,constant,92,no
T008,20110614_007_LB,LB,60,certain,f,2011-06-14,certain,stimulus retelling,husband and wife picture task,none,na,good,constant,281,no
T009,20120712b_004_MT,MT,70,approximate,f,2012-07-12,certain,stimulus retelling,story based on pictures series G6,none,na,good,constant,106,no
T010,20120717_008_MT,MT,70,approximate,f,2012-07-17,certain,personal narrative,na,all,English,good,constant,78,no
